body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
,Registered,jEY4wdZX835R1HcIjOOClYe6CV9ni3D,Magodo,Green,Nigerian Used,2400,Petrol,Toyota,326113,Camry,3712500,LAGOS,Registered,Automatic,2002
,Registered,jEY4wdZVLjMwzmM8O7O39O83VBQhfvO,Surulere,Black,Nigerian Used,2400,Petrol,Toyota,184451,Camry,4443750,Ogun state,Registered,Automatic,2009
SUV,Registered,jEY4wdZtATjupHZMgFqadwrz0UnEIpY,Ibadan,Black,Nigerian Used,3500,Petrol,Toyota,158669,RAV4,8437500,Lagos,Registered,Automatic,2006
Truck,Imported,jEY4wdZdPg0a4lbk5hvWLdIa21YZPm6,Central Business District,Black,Foreign Used,5700,Petrol,Toyota,59939,Tundra,41600000,,Imported,Automatic,2016
,Imported,jEY4wdZFjFQPiH4aNSPB7hl0SpvtusB,Alimosho,Gray,Nigerian Used,3500,Petrol,Honda,180922,Accord,4950000,LAGOS,Registered,Automatic,2009
,Imported,jEY4wdZOygPqOazWkuClfVXxzgcmkns,Ilupeju,Silver,Nigerian Used,2400,Petrol,Toyota,480685,Camry,4500000,LAGOS,Registered,Automatic,2006
SUV,Brand new,jEY4wdZg9maezC8uzYW5pJUr1qlGQa1,Magodo,Gray,Nigerian Used,1500,Petrol,Ford,95082,Escape,12375000,LAGOS,Registered,Automatic,2018
,Brand new,jEY4wdZnYuCCIWLAocCaifZ9KDosjI5,Isolo,Burgandy,Nigerian Used,3500,Petrol,Honda,161158,Pilot,9450000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZv2x7fP4Sz8bF208gvOeSiE2M,Isolo,Blue,Nigerian Used,1800,Petrol,Toyota,44367,Corolla,4200000,OGUN,Registered,Automatic,2007
Sedan,Registered,jEY4wdZM2Q4pk8mAopJCDZbUQfb5PyB,Ojodu,Blue,Nigerian Used,3000,Petrol,Toyota,310596,Avalon,3375000,,Registered,Automatic,2003
,Registered,jlCs49QB1g8nJkNmbzRuu6u35VhSKe,Kubwa,Black,Nigerian Used,1800,Petrol,Peugeot,189112,508,9000000,Abuja,Registered,Automatic,2013
,Imported,jEY4wdZgt9kBx77UJ7TsPT2XVO3u1Jl,Lekki,Black,Nigerian Used,1800,Petrol,Toyota,276528,Corolla,10687500,LAGOS,Registered,Automatic,2017
,Imported,jEY4wdZIfoCZ601MKdcvPdn3SxbguFy,Garki 2,Gray,Nigerian Used,2000,Petrol,Mercedes-Benz,45260,C300,19125000,ABUJA,Registered,Automatic,2016
,Registered,jEY4wdZLSUJK5N071i3C4nDhH0pOfdA,Port-Harcourt,Black,Nigerian Used,1800,Petrol,Toyota,122226,Corolla,12150000,Abuja,Registered,CVT,2014
,Imported,jEY4wdZuq9IYaOfWURAlX55ugqrd1il,Akure,Black,Nigerian Used,3500,Petrol,Nissan,353779,Altima,1575000,Ondo,Registered,Automatic,2005
Sedan,Registered,jEY4wdZN1UZ1Ytr33pVj71edr49W7lT,Ikorodu,Gray,Nigerian Used,2800,Petrol,Honda,140567,Accord,5062500,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZua3NKxTzOlLnIF4pxerxlAnl,Abule Egba,Black,Nigerian Used,2500,Petrol,Nissan,358504,Altima,2025000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZc6Ng2O01S1kRmHF9H09mhU8V,Karu,Red,Foreign Used,2400,Petrol,Pontiac,90582,Vibe,11250000,,Imported,Automatic,2009
Minivan,Registered,jEY4wdZnkaAalYwkbNGdimwfTdRHcvI,Lugbe District,Gold,Nigerian Used,3000,Petrol,Toyota,394433,Sienna,4500000,Lagos,Registered,Automatic,1999
SUV,Imported,jEY4wdZTOt9iBTEFI0lyy47pj6lW8BM,Amuwo-Odofin,Silver,Nigerian Used,3500,Petrol,Honda,168124,Pilot,3937500,,Registered,Automatic,2005
SUV,Imported,jEY4wdZXaZXEx4h6E8lS1L4qB2lqHVq,Abule Egba,White,Foreign Used,3500,Petrol,Mercedes-Benz,311161,GLK-Class,21375000,,Imported,Automatic,2010
,Imported,jEY4wdZFcBjwU461xlMGPMTeEvKOJ0O,Karu,Gray,Nigerian Used,2400,Petrol,Toyota,484657,Camry,7875000,,Registered,Automatic,2005
,Registered,jEY4wdZIpnmi89tBy4rRrpRAQJGeqPg,Port-Harcourt,Black,Nigerian Used,2400,Petrol,Toyota,206889,Camry,5250000,,Registered,Automatic,2007
,Imported,jEY4wdZfRmaLTA5f9OvAeOrmWo7lkEF,Port-Harcourt,White,Nigerian Used,2400,Petrol,Hyundai,196885,Sonata,15225000,,Registered,Automatic,2015
Sedan,Registered,jEY4wdZo8ASFfhaxf7rlJd01cftKago,Port-Harcourt,White,Nigerian Used,2500,Petrol,Volkswagen,166721,Passat,3150000,Rivers,Registered,Automatic,2011
SUV,Registered,jEY4wdZLi4CNgHtTFQQjDWf2R0efeUZ,Uyo,Red,Nigerian Used,3500,Petrol,Hyundai,253170,Santa Fe,3150000,LAGOS,Registered,Automatic,2003
,Registered,jEY4wdZHMntUOKDL6FUTuSB44TtKpHt,Karu,Silver,Nigerian Used,2300,Petrol,Honda,205823,Accord,2250000,,Registered,Automatic,2002
,Imported,jEY4wdZu0nnLAN2wJDFjqQD64u8aHgc,Ajah,Off white,Nigerian Used,5500,Petrol,Mercedes-Benz,184279,E550,9112500,Abuja,Registered,Automatic,2010
SUV,Registered,jEY4wdZxocM3ek8vATEFr2BbyPZOQLI,Ikorodu,Silver,Nigerian Used,3800,Petrol,Land Rover,85559,Lr3,7350000,ABUJA,Registered,Automatic,2006
,Registered,jEY4wdZuopc6nrzYmQIdQoaZuHZi8cE,Jabi,Black,Nigerian Used,1400,Petrol,Volkswagen,170496,Golf,1995000,,Registered,Manual,1997
,Imported,jEY4wdZLuai7kwOgUaSunVCbzadd7r2,Enugu,Red,Nigerian Used,3500,Petrol,Toyota,113822,Venza,10350000,ENUGU,Registered,Automatic,2009
,Brand new,jEY4wdZLkyZBCOgLspLx2TvF0GIdrXQ,Gudu,Black,Nigerian Used,1600,Petrol,Kia,811,Rio,19950000,,Registered,Automatic,2022
SUV,Imported,jEY4wdZP3z3BFHTXgdfZMaC0pwMQpa2,Ojodu,Black,Nigerian Used,4400,Petrol,Land Rover,163843,Range Rover,7312500,LAGOS,Registered,Automatic,2012
SUV,Imported,jEY4wdZI5mfdPqga3P7lgqpIuMJXkRv,Ajah,Blue,Nigerian Used,3000,Petrol,Lexus,236496,RX 300,5625000,Lagos,Registered,Automatic,2001
SUV,Registered,jEY4wdZjbOSVVsSgXXNgIcjlBflcWVi,Yaba,Black,Nigerian Used,3500,Petrol,GMC,107082,Terrain,16875000,NIL,Registered,Automatic,2016
,Registered,jEY4wdZM7SHLbII1BSwXajAbioqEQv5,Benin City,Gray,Nigerian Used,1800,Petrol,Toyota,224035,Corolla,5625000,EDO,Registered,Automatic,2004
,Imported,jEY4wdZylLWgEU9tuQ6cbcAQNVabh1l,Lekki,Silver,Nigerian Used,2000,Petrol,Mercedes-Benz,123294,C300,33750000,,Registered,Automatic,2015
,Imported,jEY4wdZHHpb7JhmZoMIEaZ1rbmWuyoj,Akure,Black,Foreign Used,2400,Petrol,Honda,196450,Accord,5625000,,Imported,Automatic,2008
,Registered,jEY4wdZflosbDIDs6po7WfpeZKw8NpX,Lugbe District,Gray,Nigerian Used,1800,Petrol,Toyota,237948,Corolla,7875000,Abuja,Registered,Automatic,2009
SUV,Imported,jEY4wdZtRspiHFQG3egiK39wtiAoakN,Ikeja,Black,Nigerian Used,5700,Petrol,Lexus,75622,LX,106875000,,Registered,Automatic,2016
,Registered,jEY4wdZPDLvzGLhmVTwOfslCDn3a1rX,Jabi,Black,Nigerian Used,3500,Petrol,Mercedes-Benz,146224,C300,10500000,ABUJA,Registered,Automatic,2008
SUV,Imported,jEY4wdZqR2qLYYMJoBNJdubANvd57aQ,Port-Harcourt,Black,Foreign Used,3500,Petrol,Toyota,31095,Highlander,31500000,,Imported,CVT,2015
SUV,Imported,jEY4wdZWVa8gDYyaXFm48aSi5WvKkek,Benin City,White,Nigerian Used,3500,Petrol,Toyota,191476,Highlander,10125000,ABUJA,Registered,Automatic,2008
Coupe,Imported,jEY4wdZXlqCEliINk47U7sfaLhyWCkz,Lekki,Black,Nigerian Used,5700,Petrol,Dodge,74095,Challenger,13500000,LAGOS,Registered,Automatic,2014
,Registered,jEY4wdZnJL6ZVmdadoGgptwUfNw2m6w,Magodo,Black,Nigerian Used,2400,Petrol,Toyota,209309,Camry,3150000,LAGOS,Registered,Automatic,2005
,Registered,jEY4wdZC9kJHMCojpqhZyRfU2WdUdTp,Ibadan,Blue,Nigerian Used,2000,Petrol,Hyundai,184215,Sonata,4500000,LAGOS,Registered,Automatic,2011
,Registered,jEY4wdZEv6aU00y1vM3HJ5RikZ2bKDN,Port-Harcourt,Red,Nigerian Used,1800,Petrol,Toyota,299999,Corolla,5200000,,Registered,Automatic,2005
Sedan,Imported,jEY4wdZvsqpl70aIqzzScWdPEuA5oUv,Owerri,Silver,Nigerian Used,3500,Petrol,Lexus,307168,ES,9000000,Lagos,Registered,Automatic,2011
,Brand new,jEY4wdZutntj7fpzEIvEHAa0eBVJK4G,Ikeja,Silver,Brand New,1600,Petrol,Chery,796,Arrizo 5,45000000,,Brand new,Automatic,2024
,Registered,jEY4wdZiKsnd5zwyccwZ4KNk91iXB6E,Gwarinpa,Black,Nigerian Used,2400,Petrol,Honda,531109,Accord,3600000,,Registered,Automatic,2006
,Registered,jEY4wdZoeDvqjIY6755S9A9I5qihaTl,Gwarinpa,Gray,Nigerian Used,2000,Petrol,Peugeot,332594,307,2250000,,Registered,Manual,2007
SUV,Imported,jlCs49QCvL2rJGWpfTyFSSvS3jcGhX,Port-Harcourt,Gray,Nigerian Used,3500,Petrol,Lexus,198882,RX 350,15975000,Abuja,Registered,Automatic,2010
,Registered,jEY4wdZnCsE702Ol1u7Sjj9ijvDSsyc,Lekki,Black,Nigerian Used,2500,Petrol,Nissan,328918,Altima,5062500,,Registered,Automatic,2008
SUV,Imported,jEY4wdZXIhSzCSKcX1vcUe76TURg1tf,Port-Harcourt,Black,Foreign Used,3500,Petrol,Toyota,42929,Highlander,40950000,,Imported,CVT,2017
,Imported,jEY4wdZTpisWB040jQ4LcXBKFk8NS6g,Alimosho,Gray,Nigerian Used,2400,Petrol,Toyota,109922,Camry,6525000,,Registered,Automatic,2007
SUV,Registered,jEY4wdZFXbqKuLirMUmZTsSCyguqrDt,Karu,Black,Foreign Used,3500,Petrol,Lexus,125852,RX 350,21150000,,Imported,Automatic,2010
Hatchback,Registered,jEY4wdZcL2NSkAajW98S31HYAgHA317,Asokoro,Gray,Nigerian Used,1800,Petrol,Toyota,233127,Matrix,3937500,,Registered,Automatic,2005
SUV,Imported,jEY4wdZXcTTxLh2VvH3LS6RpF3tp5i8,Ibadan,Gray,Foreign Used,3500,Petrol,Lexus,307883,RX 350,18900000,,Imported,Automatic,2011
,Imported,jEY4wdZvyFLqz1Rnb29hkQAKeo94J5q,Alimosho,Red,Nigerian Used,1800,Petrol,Toyota,480415,Corolla,4162500,Lagos,Registered,Automatic,2003
,Imported,jEY4wdZAmgCGRjOYleurFlnCuWt9DaH,Lugbe District,Gray,Nigerian Used,2400,Petrol,Toyota,281018,Camry,7280000,Abuja,Registered,Automatic,2007
SUV,Registered,jlCs49QbYPtm8XYzscKuobcnZQBuVP,Port-Harcourt,Silver,Nigerian Used,4700,Petrol,Toyota,148648,4-Runner,6187500,,Registered,Automatic,2003
SUV,Imported,jEY4wdZcAFTWu9ErqJ2wya5YcLIS8ke,Ikorodu,Gold,Nigerian Used,3300,Petrol,Toyota,1,Highlander,6750000,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZTncNVzpI6YL6PAjlKJDQl4vF,Abule Egba,Gold,Nigerian Used,3300,Petrol,Toyota,216450,Sienna,3757500,LAGOS,Registered,Automatic,2005
Sedan,Registered,jEY4wdZCtXgSpRw5LEVGR6WpnlLAbcj,Owerri,Silver,Nigerian Used,3500,Petrol,Honda,229218,Accord,7875000,Abuja,Registered,Automatic,2012
SUV,Imported,jEY4wdZogZ8nz2sXYbfHwklhSPECc8e,Alimosho,Black,Nigerian Used,3500,Petrol,Ford,103062,Edge,3360000,Lagos,Registered,Automatic,2008
,Registered,jEY4wdZpZ9ZqaGXF3MJ0GlUikPRz03R,Kaduna / Kaduna State,Silver,Nigerian Used,3500,Petrol,Lexus,368630,IS,6750000,ABUJA,Registered,Automatic,2006
,Registered,jEY4wdZqI5KtvRSc3baYZYd8gIOHd2p,Port-Harcourt,White,Nigerian Used,2400,Petrol,Hyundai,58982,Sonata,8212500,,Registered,Automatic,2013
SUV,Registered,jEY4wdZueJkXmRdkBQ3RDBWhTtXH5oQ,Alimosho,Red,Nigerian Used,3500,Petrol,Ford,178202,Edge,6187500,,Registered,Automatic,2008
,Registered,jEY4wdZEPijlclpjRdgAlqR2JaGwZU8,Ojodu,Blue,Nigerian Used,3000,Petrol,Toyota,310589,Avalon,3375000,,Registered,Automatic,2003
,Imported,jEY4wdZpxGSJeMXQD5zxioess5Jvu5F,Gwarinpa,Black,Foreign Used,2500,Petrol,Toyota,164876,Camry,12881250,,Imported,Automatic,2012
Sedan,Imported,jEY4wdZIHamvHat4sRM2so24loQ3Twu,Ajah,Green,Nigerian Used,2400,Petrol,Toyota,214201,Camry,3600000,Lagos,Registered,Automatic,2005
SUV,Imported,jEY4wdZHzwsTc2l3AekVyH5SWRWOzOm,Ogba,Black,Foreign Used,3000,Petrol,Land Rover,79572,Range Rover Velar,84375000,,Imported,Automatic,2018
,Registered,jEY4wdZQp9yUyWxde3AD3gU3eujMBjs,Surulere,Black,Nigerian Used,3500,Petrol,Lexus,212957,ES,7875000,,Registered,Automatic,2009
,Registered,jEY4wdZTb5i8VB5e1gSFiPT7NVwgjgm,Gudu,White,Nigerian Used,1800,Petrol,Toyota,103334,Corolla,8437500,,Registered,Automatic,2010
Crossover,Imported,jEY4we01e7DAaUJEnBJPt6YI6WEaljw,Alimosho,Black,Nigerian Used,3500,Petrol,Honda,154532,Accord Crosstour,7875000,Lagos,Registered,Automatic,2011
,Registered,jEY4wdZOIpwIV5rLQcfjnAHi9V92ZpZ,Ipaja,Red,Nigerian Used,1800,Petrol,Toyota,115396,Matrix,3675000,LAGOS,Registered,Automatic,2004
,Imported,jEY4wdZfpPMo0zza8hDgkD6YaMFfNTW,Alimosho,Blue,Foreign Used,2400,Petrol,Toyota,172523,Camry,5250000,,Imported,Automatic,2007
,Imported,jEY4wdZDHpzlfTRjMo2JoLeB4g9S7Dv,Gudu,Silver,Nigerian Used,2400,Petrol,Toyota,930008,Camry,6240000,,Registered,Automatic,2006
SUV,Registered,jEY4wdZSTcO2pow8ZebBqqH4hthzIJq,Kaduna / Kaduna State,Black,Nigerian Used,4000,Petrol,BMW,207011,X5,6195000,ABUJA,Registered,Automatic,2009
,Registered,jEY4wdZj7lRCn0486AEBj0rfuxeRvkR,Karu,Gray,Nigerian Used,1800,Petrol,Honda,155333,Civic,2992500,,Registered,Automatic,2006
,Imported,jlCs49PwRZieZLQQkwGuDZ6AT7mgtt,Mushin,Beige,Nigerian Used,3500,Petrol,Lexus,158344,ES,8925000,,Registered,Automatic,2007
SUV,Registered,jEY4wdZBrGT8RezF5IoPtAcEVhrxcrk,Garki 2,Gray,Nigerian Used,3700,Petrol,Mazda,153961,CX-9,7350000,ABUJA,Registered,Automatic,2008
,Registered,jEY4wdZJEoCPBHofujlvZMPxiiZUP7A,Ojodu,Red,Nigerian Used,3500,Petrol,Nissan,251979,Maxima,3675000,LAGOS,Registered,Automatic,2006
,Registered,jEY4wdZJ39b4PvN8j9G9Dsehkg2y51W,Benin City,Silver,Nigerian Used,2200,Petrol,Toyota,214562,Camry,2137500,DELTA,Registered,Automatic,2000
SUV,Registered,jEY4wdZVw5XZTAoX8zOYofUDgONeo6m,Kubwa,Blue,Nigerian Used,3500,Petrol,Lexus,152272,RX,17640000,Abuja,Registered,Automatic,2010
Truck,Brand new,jEY4wdZJFGFr13aeMOx1Tq2orhXrgAh,Amuwo-Odofin,Blue,Foreign Used,4000,Petrol,Toyota,20102,Hilux,72800000,,Imported,Automatic,2022
,Registered,jEY4wdZPuMe5Tk6S72Plfp3mdq3gxwA,Kubwa,White,Nigerian Used,3500,Petrol,Toyota,237552,Sienna,6240000,Abuja,Registered,Automatic,2004
Sedan,Imported,jEY4wdZQs624jW8Zr2Kl1ZOLvt1AQoR,Owerri,Gray,Nigerian Used,1800,Petrol,Toyota,158445,Corolla,9562500,Lagos,Registered,Automatic,2013
,Registered,jEY4wdZx3JZakjDq7su02b7f1plEnGt,Gudu,Red,Nigerian Used,3500,Petrol,Lexus,148112,ES,8925000,,Registered,Automatic,2007
,Imported,jEY4wdZS4KgZI2eWvZmcfYqtKOoB881,Jabi,Red,Nigerian Used,2400,Petrol,Toyota,245212,Camry,6187500,,Registered,Automatic,2007
Minivan,Registered,jEY4wdZARjk0rDYiSNbKhRqGDNTIo82,Uyo,Blue,Nigerian Used,3300,Petrol,Toyota,284251,Sienna,3927000,,Registered,Automatic,2005
SUV,Registered,jEY4wdZ9wlrK7VLczcODhThdynPGnIy,Ojodu,Black,Nigerian Used,3500,Petrol,Lexus,144613,RX 350,15225000,,Registered,Automatic,2010
,Registered,jEY4wdZvwcW029SixrG3owit7rRiWzx,Gudu,Silver,Nigerian Used,1800,Petrol,Toyota,299999,Corolla,3990000,,Registered,Automatic,2003
SUV,Brand new,jEY4wdZd9ZmdWr2WNbjuOfkcH1qOLRD,Lekki,Silver,Nigerian Used,3500,Petrol,Honda,63180,Pilot,21525000,,Registered,Automatic,2018
,Imported,jEY4wdZq7tAx2pTSAk0yKb44H9iT8kE,Ikeja,Gold,Foreign Used,1800,Petrol,Toyota,211422,Corolla,10920000,,Imported,Automatic,2010
,Imported,jEY4wdZJzM5mun9QGzGj9EiFEVpQhin,Surulere,Red,Nigerian Used,2500,Petrol,Toyota,235589,Camry,10500000,LAGOS,Registered,Automatic,2012
SUV,Imported,jEY4wdZqGpvqFI3znK1dW7oUbrqOVV6,Ibadan,Silver,Nigerian Used,3300,Hybrid,Toyota,39324,Highlander,6510000,Abuja,Registered,Automatic,2006
SUV,Imported,jEY4wdZtIvSsuoRz6Xw6uIGOtDcbVQk,Ikotun/Igando,Gray,Nigerian Used,3000,Petrol,Toyota,258608,Sienna,3675000,Lagos,Registered,Automatic,2000
SUV,Imported,jEY4wdZSpP1xJwG4VTDzwaerhiQ2zs1,Gudu,Gray,Foreign Used,3500,Petrol,Mercedes-Benz,305298,M Class,22880000,,Imported,Automatic,2011
SUV,Registered,jEY4wdZOHI6LPkOhwfNvjLeKyHdhO7H,Port-Harcourt,Silver,Nigerian Used,4400,Petrol,Land Rover,66124,Range Rover Sport,6825000,Abuja,Registered,Automatic,2006
SUV,Brand new,jEY4wdZz0CupDNzMToydKXbgWeS6h2H,Kosofe,Silver,Nigerian Used,2400,Petrol,Jeep,81488,Compass,3885000,,Registered,Automatic,2011
,Registered,jEY4wdZuDR9qFCXcOzj9ag2YMSn2mJq,Ikotun/Igando,Black,Nigerian Used,3500,Petrol,Lexus,142088,ES,9000000,LAGOS,Registered,Automatic,2007
,Registered,jEY4wdZwK5aLe0i4TDgOY7Cc1Mk4BsV,Ogba,White,Nigerian Used,1800,Petrol,Toyota,148120,Corolla,6760000,LAGOS,Registered,Automatic,2010
,Registered,jEY4wdZqXwJkhCQSxedMdcGSUfbh6eR,Port-Harcourt,White,Nigerian Used,1800,Petrol,Changan,98839,Alsvin,2812500,,Registered,Manual,2009
SUV,Brand new,jEY4wdZjrapKEUkOxxkkfycDhIZF4ry,Lekki,Black,Nigerian Used,3200,Petrol,Mitsubishi,133613,Pajero,12600000,Lagos,Registered,Automatic,2010
,Registered,jEY4wdZAHHHP21XAo5W4HZrGnXrKkhh,Ibadan,Silver,Nigerian Used,1400,Petrol,Toyota,334911,Corolla Altis,1785000,Abuja,Registered,Manual,2006
,Imported,jEY4wdZuzesstY508TMjygUUDZieEPo,Lekki,Gray,Nigerian Used,3500,Petrol,Toyota,66294,Sienna,5355000,LAGOS,Registered,Automatic,2008
,Registered,jEY4wdZnMvC3qMNXePn6WouQC4cefdY,Port-Harcourt,Silver,Nigerian Used,,Petrol,Toyota,86004,Sienna,4200000,,Registered,Automatic,2004
,Imported,jEY4wdZfpBlE2JRbQTPe9d7Ixqs7gOe,Lekki,Blue,Nigerian Used,3000,Petrol,Lexus,236260,ES,5775000,,Registered,Automatic,2002
SUV,Registered,jEY4wdZqFgtZN782ohG8rGz2HMKX1Hy,Ibadan,Black,Nigerian Used,3500,Petrol,Nissan,175229,Pathfinder,3097500,LAGOS,Registered,Automatic,2004
,Imported,jEY4wdZlVxHIEnps4P9jr4RQjaCUpSn,Alimosho,Gray,Nigerian Used,3500,Petrol,Honda,54194,Accord,4680000,FCT,Registered,Automatic,2008
,Registered,jEY4wdZAIFCnA3RsJf5z9KBocsgKUiG,Yaba,Silver,Nigerian Used,2400,Petrol,Toyota,222092,Camry,7800000,LAGOS,Registered,Automatic,2011
SUV,Registered,jEY4wdZPnNteoTvTiFBjUdyga4zcpSo,Ibadan,White,Nigerian Used,3000,Petrol,Lexus,142407,RX 300,3570000,LAGOS,Registered,Automatic,2000
,Imported,jEY4wdZSfz6SRJUStYqQRcTwDa3yaf0,Isolo,Silver,Foreign Used,1800,Petrol,Toyota,358304,Corolla,10920000,,Imported,Automatic,2011
,Registered,jEY4wdZuJ5DSZJmhNdejBZO2HJN6fjN,Ogba,Black,Nigerian Used,3500,Petrol,Honda,123847,Pilot,7350000,OGUN STATE,Registered,Automatic,2013
SUV,Registered,jEY4wdZbwt7XdcrMW2c8sqXV1csovO6,Ogba,Black,Nigerian Used,3600,Petrol,Toyota,173461,Highlander,11232000,LAGOS,Registered,Automatic,2008
SUV,Imported,jEY4wdZyhnhIXYwLSECgrXrdvOhwMDM,Ikeja,Red,Nigerian Used,4600,Petrol,Mercedes-Benz,78317,GL-Class,7312500,Lagos,Registered,Automatic,2010
Sedan,Imported,jEY4wdZX4Q54Aw2lK2ffEYjOebb8dqa,Ibeju,Red,Foreign Used,1800,Petrol,Toyota,250694,Corolla,10500000,,Imported,Automatic,2013
SUV,Registered,jEY4wdZPnr7xBWiZry8wMONJnX8FhEt,Port-Harcourt,Black,Nigerian Used,2400,Petrol,Honda,148529,CR-V,12937500,,Registered,Automatic,2012
,Registered,jEY4wdZX4Ty6X9K8OiNepW0LuZYAf0G,Benin City,Silver,Nigerian Used,2400,Petrol,Toyota,116759,Camry,3937500,Lagos,Registered,Automatic,2006
SUV,Registered,jEY4wdZcZfEWTTrWHt4q7GWHlXn5MuY,Ojodu,Black,Nigerian Used,3300,Petrol,Lexus,320268,RX 330,7140000,LAGOS,Registered,Automatic,2006
,Imported,jEY4wdZMIZOHq6KVCj2llq8w7QDYQYO,Benin City,Silver,Foreign Used,2000,Petrol,Mercedes-Benz,197875,C180,3675000,,Imported,Manual,2002
SUV,Imported,jEY4wdZeW7v4CgR7rSOwVesC3mw7rjv,Isolo,Green,Nigerian Used,3300,Petrol,Toyota,203748,Sienna,7312500,OGUN STATE,Registered,Automatic,2004
Crossover,Registered,jEY4wdZGa9jLyECCTIKKuQ03mNzj0Q0,Umuahia,Silver,Nigerian Used,2000,Petrol,Mercedes-Benz,375634,C230,2100000,EDO,Registered,Automatic,2001
,Registered,jEY4wdZVZqaWyDOXBSFavYTkJzToaL9,Abule Egba,Silver,Nigerian Used,1800,Petrol,Toyota,102103,Corolla,6760000,ONDO,Registered,Automatic,2010
,Imported,jEY4wdZkE7CEJdtGwn9812HN2EvJKrl,Alimosho,Black,Nigerian Used,1800,Petrol,Toyota,160869,Corolla,9360000,Lagos,Registered,Automatic,2011
SUV,Registered,jEY4wdZxXM5npUQisqyc1rbO85qmito,Lugbe District,White,Nigerian Used,3500,Petrol,Mercedes-Benz,95757,M Class,26250000,Abuja,Registered,Automatic,2012
Saloon,Registered,jEY4wdZm1NATLpz71eaZa5J83axQlZw,Ikorodu,White,Nigerian Used,3300,Petrol,Lexus,496447,ES,4200000,LAGOS,Registered,Automatic,2004
,Registered,jEY4wdZCr3k1JxmgFqO38AIQAMFRxh1,Kaduna / Kaduna State,Gold,Nigerian Used,3000,Petrol,Lexus,595504,RX 300,3675000,Kaduna,Registered,Automatic,2000
SUV,Imported,jEY4wdZbZv57Wr8sZXXpKWAmk5ZaJee,Benin City,Green,Nigerian Used,3000,Petrol,Toyota,81109,Highlander,4620000,EDO,Registered,Automatic,2002
,Imported,jEY4wdZbN4y0OnTTFTiACL1L0WyClx2,Jabi,Black,Foreign Used,2000,Petrol,Mercedes-Benz,198572,CLA-Class,19902750,,Imported,Automatic,2015
,Registered,jEY4wdZtCe9jUid5JSlXfkpimg8o66V,Yaba,Gray,Nigerian Used,2400,Petrol,Toyota,347779,Camry,4160000,LAGOS,Registered,Automatic,2006
SUV,Imported,jEY4wdZvrV5HqGgotmRHeNLY8Ify38s,Amuwo-Odofin,Gray,Foreign Used,3500,Petrol,Mercedes-Benz,198367,M Class,31200000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZEdoj55b1kKQMiq7fjW8egnfc,Ikotun/Igando,Silver,Nigerian Used,2300,Petrol,Mazda,138480,CX-7,4500000,Lagos,Registered,Automatic,2007
,Imported,jEY4wdZkwZuuoYKqQxFRhjWncZWEpeL,Gwarinpa,Blue,Nigerian Used,2500,Petrol,Lexus,180847,IS,7875000,,Registered,Automatic,2008
,Registered,jEY4wdZfe005ZjJLkjPryBpgvOyXXii,Yaba,Black,Nigerian Used,3000,Petrol,Toyota,129701,Camry,5250000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZLJLbY8ZoNUuaFf3vUDL1Py6e,Ibadan,Gray,Nigerian Used,2500,Petrol,Toyota,103419,Camry,6760000,LAGOS,Registered,Automatic,2011
,Imported,jEY4wdZrTB25q0Do1eltDKpEVO5XEP9,Isolo,Silver,Foreign Used,1800,Petrol,Toyota,319618,Corolla,10712000,,Imported,Automatic,2010
,Registered,jEY4wdZHzvuYIdeLxHvdVjHB3X7kLI6,Isolo,Blue,Nigerian Used,1800,Petrol,Toyota,299999,Matrix,4200000,LAGOS,Registered,Automatic,2005
,Registered,jEY4wdZiXsM552F0hHORXPj1DuA7uZQ,Abule Egba,Black,Nigerian Used,3500,Petrol,Honda,346830,Pilot,3675000,LAGOS,Registered,Automatic,2004
,Imported,jlCs49PHhiRKf36VnJCfCYLogBOsaj,Jabi,White,Nigerian Used,1800,Petrol,Toyota,118962,Corolla,8190000,ABUJA,Registered,Automatic,2012
,Registered,jEY4wdZIoAqvNHdKdU2wfdLeKSOVGva,Kubwa,Gray,Nigerian Used,1800,Petrol,Toyota,129236,Corolla,12075000,Abuja,Registered,Automatic,2015
,Imported,jEY4wdZkdd4zobT7smKl4iqHGU5i8Ud,Central Business District,White,Foreign Used,2700,Petrol,Toyota,220962,Venza,14726250,,Imported,Automatic,2010
,Imported,jEY4wdZQ8OxAboI6jR9gld1CHFativt,Akure,Gray,Nigerian Used,3500,Petrol,Toyota,192448,Sienna,11550000,Ondo,Registered,Automatic,2011
,Registered,jEY4wdZQ979JMxmlCAoDqf4aDp5hd6o,Owerri,Red,Nigerian Used,2400,Petrol,Toyota,261662,Camry,4830000,LAGOS,Registered,Automatic,2008
Hatchback,Brand new,jEY4wdZFwD47DCaj4Ao2bvCQOBqOXF6,Lekki,Red,Nigerian Used,1600,Petrol,Mini,25191,Cooper,9450000,Lagos,Registered,Automatic,2012
